Unnamed: 0,cat,climscen,P [mean kg/ha/a],P [mean kg/ha/3rd year],P [mean kg/ha/6th year],P [mean kg/ha/9th year],N [mean kg/ha/a],N [mean kg/ha/3rd year],N [mean kg/ha/6th year],N [mean kg/ha/9th year],logscen,cat_area,log_area,log_pr,runoff [mean mm/a],runoff [mean yearly mm/a],pr_diff_ave,pr_diff_ave_P,pr_diff_ave_N
0,04_184A003,Dry,0.004,0.004,0.004,0.005,0.18600000000000003,0.18,0.20800000000000002,0.228,No clear-cut,147.558,0.0,0.0,51.0,0.051072639191988865,0,-95.23809523809524,-90.69534767383692
0,04_184A003,Dry,0.011000000000000001,0.011000000000000001,0.012,0.013000000000000001,0.366,0.371,0.426,0.45299999999999996,All clear-cut,147.558,28.031999999999996,0.19,67.0,0.06652001001639292,0,-86.9047619047619,-81.69084542271136
0,04_184A003,Wet,0.11199999999999999,0.113,0.113,0.113,2.505,2.531,2.531,2.531,No clear-cut,147.558,0.0,0.0,398.0,0.3981384520418942,0,33.333333333333314,25.312656328164067
0,04_184A003,Wet,0.135,0.138,0.136,0.136,3.0389999999999997,3.105,3.065,3.056,All clear-cut,147.558,28.031999999999996,0.19,436.0,0.4363152364268899,0,60.71428571428572,52.026013006503234
0,04_184A003,Wet&mild,0.139,0.14,0.141,0.14,3.3169999999999997,3.344,3.35,3.346,No clear-cut,147.558,0.0,0.0,343.0,0.34292609421536324,0,65.47619047619048,65.93296648324161
0,04_184A003,Wet&mild,0.172,0.17600000000000002,0.175,0.175,3.91,3.978,3.967,3.9539999999999997,All clear-cut,147.558,28.031999999999996,0.19,369.0,0.36911911945790055,0,104.76190476190476,95.59779889944971
0,04_184A004,2003-2012,0.079,0.08199999999999999,0.14,0.071,2.08,2.352,3.4930000000000003,2.25,No clear-cut,364.92800000000005,0.0,0.0,259.0,0.2589550619479269,0,0.0,0.0
0,04_184A004,2003-2012,0.095,0.10099999999999999,0.163,0.09300000000000001,2.423,2.767,3.975,2.7230000000000003,All clear-cut,364.92800000000005,55.833999999999996,0.153,283.0,0.2832065414637327,0,20.25316455696202,16.490384615384613
0,04_184A004,Dry,0.004,0.004,0.005,0.005,0.21899999999999997,0.209,0.248,0.27699999999999997,No clear-cut,364.92800000000005,0.0,0.0,53.0,0.052908042864874015,0,-94.9367088607595,-89.47115384615384
0,04_184A004,Dry,0.009000000000000001,0.009000000000000001,0.011000000000000001,0.011000000000000001,0.374,0.376,0.439,0.474,All clear-cut,364.92800000000005,55.833999999999996,0.153,65.0,0.0652758217882365,0,-88.60759493670886,-82.01923076923077
0,04_184A004,Wet,0.107,0.10800000000000001,0.10800000000000001,0.10800000000000001,2.6239999999999997,2.655,2.655,2.654,No clear-cut,364.92800000000005,0.0,0.0,408.0,0.40758329508826135,0,35.443037974683534,26.153846153846132
0,04_184A004,Wet,0.124,0.126,0.125,0.125,3.0180000000000002,3.085,3.0469999999999997,3.04,All clear-cut,364.92800000000005,55.833999999999996,0.153,442.0,0.4417070096358657,0,56.96202531645568,45.09615384615387
0,04_184A004,Wet&mild,0.133,0.134,0.134,0.134,3.4610000000000003,3.495,3.498,3.4939999999999998,No clear-cut,364.92800000000005,0.0,0.0,348.0,0.347976107429713,0,68.35443037974684,66.3942307692308
0,04_184A004,Wet&mild,0.157,0.16,0.159,0.159,3.926,3.9960000000000004,3.9819999999999998,3.971,All clear-cut,364.92800000000005,55.833999999999996,0.153,371.0,0.37074918607249857,0,98.73417721518987,88.75
0,04_184A005,2003-2012,0.049,0.048,0.085,0.048,1.722,1.923,2.846,1.9780000000000002,No clear-cut,57.882,0.0,0.0,215.0,0.21523111735004927,0,0.0,0.0
0,04_184A005,2003-2012,0.085,0.096,0.13699999999999998,0.1,2.909,3.4,4.375,3.613,All clear-cut,57.882,24.909000000000002,0.4303,285.0,0.2851732584415004,0,73.46938775510205,68.931475029036
0,04_184A005,Dry,0.001,0.001,0.001,0.001,0.094,0.086,0.10400000000000001,0.122,No clear-cut,57.882,0.0,0.0,30.0,0.02956163745257072,0,-97.95918367346938,-94.54123112659698
0,04_184A005,Dry,0.013000000000000001,0.013000000000000001,0.015,0.016,0.7490000000000001,0.762,0.92,1.002,All clear-cut,57.882,24.909000000000002,0.4303,65.0,0.06476206248044036,0,-73.46938775510205,-56.504065040650396
0,04_184A005,Wet,0.077,0.078,0.078,0.078,2.372,2.418,2.403,2.399,No clear-cut,57.882,0.0,0.0,351.0,0.35123989703133696,0,57.14285714285714,37.74680603948897
0,04_184A005,Wet,0.114,0.11800000000000001,0.114,0.113,3.611,3.7289999999999996,3.6210000000000004,3.603,All clear-cut,57.882,24.909000000000002,0.4303,452.0,0.4522434391081333,0,132.6530612244898,109.69802555168408
0,04_184A005,Wet&mild,0.081,0.08199999999999999,0.08199999999999999,0.08199999999999999,2.845,2.895,2.886,2.886,No clear-cut,57.882,0.0,0.0,305.0,0.3048757066484541,0,65.30612244897961,65.21486643437865
0,04_184A005,Wet&mild,0.135,0.141,0.138,0.13699999999999998,4.258,4.406000000000001,4.335,4.315,All clear-cut,57.882,24.909000000000002,0.4303,370.0,0.3695715924724937,0,175.51020408163265,147.2706155632985
0,04_184A006,2003-2012,0.065,0.063,0.11599999999999999,0.055999999999999994,1.5959999999999999,1.716,2.74,1.64,No clear-cut,55.526,0.0,0.0,235.0,0.2354124157107435,0,0.0,0.0
0,04_184A006,2003-2012,0.08800000000000001,0.092,0.152,0.087,2.037,2.2,3.385,2.29,All clear-cut,55.526,15.898,0.2863,278.0,0.27793396486667915,0,35.38461538461539,27.631578947368425
0,04_184A006,Dry,0.002,0.002,0.003,0.003,0.094,0.087,0.10400000000000001,0.121,No clear-cut,55.526,0.0,0.0,36.0,0.03551487154327333,0,-96.92307692307692,-94.11027568922306
0,04_184A006,Dry,0.009000000000000001,0.009000000000000001,0.011000000000000001,0.012,0.276,0.275,0.324,0.355,All clear-cut,55.526,15.898,0.2863,58.0,0.05810288278153166,0,-86.15384615384616,-82.70676691729324
0,04_184A006,Wet,0.092,0.09300000000000001,0.09300000000000001,0.09300000000000001,2.08,2.115,2.113,2.113,No clear-cut,55.526,0.0,0.0,390.0,0.3904582537710667,0,41.53846153846152,30.325814536340857
0,04_184A006,Wet,0.115,0.11900000000000001,0.11599999999999999,0.11599999999999999,2.5839999999999996,2.6519999999999997,2.614,2.6069999999999998,All clear-cut,55.526,15.898,0.2863,446.0,0.446310053486377,0,76.9230769230769,61.9047619047619
0,04_184A006,Wet&mild,0.106,0.10800000000000001,0.10800000000000001,0.10800000000000001,2.6069999999999998,2.645,2.6460000000000004,2.645,No clear-cut,55.526,0.0,0.0,324.0,0.3240709161385894,0,63.076923076923066,63.34586466165413
0,04_184A006,Wet&mild,0.14400000000000002,0.149,0.147,0.146,3.2739999999999996,3.361,3.3360000000000003,3.325,All clear-cut,55.526,15.898,0.2863,366.0,0.36585574168711893,0,121.53846153846155,105.1378446115288
0,04_184A007,2003-2012,0.065,0.07,0.11199999999999999,0.057,1.6,1.9080000000000001,2.676,1.722,No clear-cut,69.939,0.0,0.0,247.0,0.2468854198406916,0,0.0,0.0
0,04_184A007,2003-2012,0.066,0.071,0.114,0.059000000000000004,1.6219999999999999,1.9369999999999998,2.708,1.7530000000000001,All clear-cut,69.939,0.512,0.0073,248.0,0.2478404002671596,0,1.538461538461533,1.375
0,04_184A007,Dry,0.002,0.002,0.002,0.002,0.099,0.096,0.11,0.12,No clear-cut,69.939,0.0,0.0,45.0,0.045423175120959065,0,-96.92307692307692,-93.8125
0,04_184A007,Dry,0.002,0.002,0.002,0.003,0.105,0.102,0.11699999999999999,0.129,All clear-cut,69.939,0.512,0.0073,46.0,0.045936857868218786,0,-96.92307692307692,-93.4375
0,04_184A007,Wet,0.08800000000000001,0.08900000000000001,0.08900000000000001,0.08900000000000001,1.983,2.004,2.003,2.003,No clear-cut,69.939,0.0,0.0,387.0,0.3868670418858528,0,35.38461538461539,23.937499999999986
0,04_184A007,Wet,0.08900000000000001,0.09,0.09,0.09,2.019,2.044,2.039,2.0380000000000003,All clear-cut,69.939,0.512,0.0073,388.0,0.38814829466864464,0,36.923076923076934,26.187500000000014
0,04_184A007,Wet&mild,0.102,0.10300000000000001,0.10300000000000001,0.10300000000000001,2.595,2.6180000000000003,2.6210000000000004,2.616,No clear-cut,69.939,0.0,0.0,333.0,0.333404663996771,0,56.923076923076906,62.1875
0,04_184A007,Wet&mild,0.10400000000000001,0.106,0.106,0.105,2.6319999999999997,2.658,2.659,2.654,All clear-cut,69.939,0.512,0.0073,334.0,0.3343090326525271,0,60.0,64.49999999999997
0,04_184A008,2003-2012,0.08199999999999999,0.084,0.14300000000000002,0.077,2.064,2.258,3.435,2.2569999999999997,No clear-cut,1155.61,0.0,0.0,276.0,0.2759097771719098,0,0.0,0.0
0,04_184A008,2003-2012,0.095,0.10099999999999999,0.163,0.095,2.351,2.6,3.833,2.6660000000000004,All clear-cut,1155.61,153.72799999999998,0.133,295.0,0.2953827826771885,0,15.853658536585385,13.905038759689916
0,04_184A008,Dry,0.006,0.005,0.006,0.006999999999999999,0.23199999999999998,0.226,0.261,0.285,No clear-cut,1155.61,0.0,0.0,67.0,0.06697892379015684,0,-92.6829268292683,-88.75968992248062
0,04_184A008,Dry,0.01,0.01,0.012,0.012,0.37200000000000005,0.376,0.434,0.46299999999999997,All clear-cut,1155.61,153.72799999999998,0.133,77.0,0.07723116967827083,0,-87.80487804878048,-81.97674418604652
0,04_184A008,Wet,0.11,0.111,0.111,0.111,2.645,2.679,2.679,2.678,No clear-cut,1155.61,0.0,0.0,428.0,0.428302105050534,0,34.14634146341464,28.149224806201545
0,04_184A008,Wet,0.12300000000000001,0.126,0.125,0.124,2.967,3.0269999999999997,3.0,2.995,All clear-cut,1155.61,153.72799999999998,0.133,454.0,0.4543804219923914,0,50.00000000000006,43.75
0,04_184A008,Wet&mild,0.136,0.13699999999999998,0.13699999999999998,0.13699999999999998,3.387,3.425,3.429,3.425,No clear-cut,1155.61,0.0,0.0,364.0,0.36421788670122623,0,65.85365853658541,64.0988372093023
0,04_184A008,Wet&mild,0.156,0.159,0.158,0.158,3.78,3.847,3.8369999999999997,3.827,All clear-cut,1155.61,153.72799999999998,0.133,383.0,0.3829663995653391,0,90.2439024390244,83.13953488372093
0,04_184A009,2003-2012,0.065,0.061,0.115,0.064,1.7919999999999998,1.795,3.0589999999999997,2.003,No clear-cut,85.04299999999999,0.0,0.0,237.0,0.23666886653518304,0,0.0,0.0
0,04_184A009,2003-2012,0.091,0.094,0.152,0.102,2.5269999999999997,2.76,4.022,3.035,All clear-cut,85.04299999999999,19.328,0.2273,275.0,0.274807170976419,0,40.0,41.015625
0,04_184A009,Dry,0.002,0.002,0.002,0.003,0.086,0.079,0.095,0.111,No clear-cut,85.04299999999999,0.0,0.0,46.0,0.046143988124094905,0,-96.92307692307692,-95.20089285714286
0,04_184A009,Dry,0.009000000000000001,0.009000000000000001,0.011000000000000001,0.012,0.41600000000000004,0.39799999999999996,0.508,0.584,All clear-cut,85.04299999999999,19.328,0.2273,62.0,0.06207224013051017,0,-86.15384615384616,-76.78571428571428
0,04_184A009,Wet,0.09699999999999999,0.099,0.099,0.099,2.49,2.543,2.546,2.541,No clear-cut,85.04299999999999,0.0,0.0,385.0,0.3848417552188039,0,49.2307692307692,38.95089285714289
0,04_184A009,Wet,0.12300000000000001,0.128,0.126,0.125,3.2460000000000004,3.359,3.305,3.29,All clear-cut,85.04299999999999,19.328,0.2273,436.0,0.4357044568285346,0,89.23076923076925,81.13839285714292
0,04_184A009,Wet&mild,0.113,0.115,0.115,0.115,3.0860000000000003,3.145,3.1519999999999997,3.15,No clear-cut,85.04299999999999,0.0,0.0,327.0,0.32656070347875354,0,73.84615384615384,72.20982142857147
0,04_184A009,Wet&mild,0.152,0.158,0.157,0.156,3.99,4.121,4.099,4.087,All clear-cut,85.04299999999999,19.328,0.2273,364.0,0.3637853184714913,0,133.8461538461538,122.65625000000006
0,04_184A011,2003-2012,0.061,0.059000000000000004,0.098,0.062,1.444,1.445,2.323,1.609,No clear-cut,47.898,0.0,0.0,284.0,0.2839915008051321,0,0.0,0.0
0,04_184A011,2003-2012,0.07400000000000001,0.077,0.11699999999999999,0.08,1.724,1.84,2.688,1.976,All clear-cut,47.898,9.37,0.1956,314.0,0.31365083607379346,0,21.311475409836092,19.39058171745151
0,04_184A011,Dry,0.005,0.005,0.006,0.006,0.149,0.14400000000000002,0.166,0.182,No clear-cut,47.898,0.0,0.0,76.0,0.0758717589545995,0,-91.80327868852459,-89.68144044321329
0,04_184A011,Dry,0.009000000000000001,0.009000000000000001,0.011000000000000001,0.012,0.263,0.264,0.309,0.332,All clear-cut,47.898,9.37,0.1956,90.0,0.08954387281555683,0,-85.24590163934425,-81.78670360110803
0,04_184A011,Wet,0.084,0.086,0.086,0.086,1.933,1.972,1.975,1.975,No clear-cut,47.898,0.0,0.0,438.0,0.4384381407871841,0,37.70491803278691,33.86426592797784
0,04_184A011,Wet,0.09699999999999999,0.10099999999999999,0.1,0.099,2.234,2.316,2.279,2.2680000000000002,All clear-cut,47.898,9.37,0.1956,477.0,0.4774052267894149,0,59.01639344262293,54.70914127423822
0,04_184A011,Wet&mild,0.102,0.10400000000000001,0.10400000000000001,0.10400000000000001,2.4730000000000003,2.517,2.523,2.523,No clear-cut,47.898,0.0,0.0,374.0,0.3737636211328209,0,67.21311475409834,71.26038781163436
0,04_184A011,Wet&mild,0.12300000000000001,0.128,0.127,0.126,2.867,2.9560000000000004,2.937,2.923,All clear-cut,47.898,9.37,0.1956,402.0,0.4020580930635333,0,101.63934426229511,98.54570637119113
0,04_184A012,2003-2012,0.059000000000000004,0.061,0.1,0.057,1.273,1.3940000000000001,2.103,1.399,No clear-cut,51.68600000000001,0.0,0.0,298.0,0.2979397552087903,0,0.0,0.0
0,04_184A012,2003-2012,0.071,0.078,0.11800000000000001,0.071,1.501,1.695,2.4419999999999997,1.715,All clear-cut,51.68600000000001,10.214,0.1976,319.0,0.3192110528005287,0,20.338983050847446,17.910447761194035
0,04_184A012,Dry,0.003,0.003,0.004,0.004,0.11199999999999999,0.11199999999999999,0.122,0.128,No clear-cut,51.68600000000001,0.0,0.0,83.0,0.08299086573533714,0,-94.91525423728814,-91.20188531029065
0,04_184A012,Dry,0.008,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.231,0.242,0.267,0.272,All clear-cut,51.68600000000001,10.214,0.1976,98.0,0.09791035309899597,0,-86.4406779661017,-81.85388845247446
0,04_184A012,Wet,0.077,0.078,0.078,0.078,1.575,1.594,1.595,1.595,No clear-cut,51.68600000000001,0.0,0.0,443.0,0.443491783272475,0,30.50847457627117,23.723487824037704
0,04_184A012,Wet,0.08900000000000001,0.091,0.08900000000000001,0.08800000000000001,1.86,1.909,1.886,1.8780000000000001,All clear-cut,51.68600000000001,10.214,0.1976,474.0,0.4743324939161539,0,50.847457627118644,46.111547525530256
0,04_184A012,Wet&mild,0.094,0.095,0.095,0.095,2.101,2.122,2.127,2.124,No clear-cut,51.68600000000001,0.0,0.0,384.0,0.3844176261685789,0,59.32203389830508,65.04320502749411
0,04_184A012,Wet&mild,0.114,0.11699999999999999,0.11599999999999999,0.115,2.467,2.526,2.5140000000000002,2.503,All clear-cut,51.68600000000001,10.214,0.1976,403.0,0.4031728130765259,0,93.22033898305085,93.79418695993718
0,04_184A013,2003-2012,0.08800000000000001,0.094,0.154,0.087,1.859,2.053,3.1830000000000003,2.175,No clear-cut,77.286,0.0,0.0,310.0,0.3103370310273021,0,0.0,0.0
0,04_184A013,2003-2012,0.111,0.122,0.19,0.12,2.314,2.6010000000000004,3.842,2.822,All clear-cut,77.286,15.283,0.1977,337.0,0.3373187273973599,0,26.136363636363626,24.47552447552448
0,04_184A013,Dry,0.006,0.006,0.006999999999999999,0.006999999999999999,0.195,0.203,0.214,0.218,No clear-cut,77.286,0.0,0.0,97.0,0.09706143500516193,0,-93.18181818181819,-89.5104895104895
0,04_184A013,Dry,0.015,0.017,0.018000000000000002,0.017,0.42,0.46,0.484,0.483,All clear-cut,77.286,15.283,0.1977,112.0,0.112247190088965,0,-82.95454545454545,-77.40720817643894
0,04_184A013,Wet,0.111,0.11199999999999999,0.11199999999999999,0.11199999999999999,2.32,2.3369999999999997,2.336,2.3369999999999997,No clear-cut,77.286,0.0,0.0,452.0,0.4520570040680468,0,26.136363636363626,24.798278644432486
0,04_184A013,Wet,0.13699999999999998,0.14,0.13699999999999998,0.13699999999999998,2.907,2.9730000000000003,2.9210000000000003,2.911,All clear-cut,77.286,15.283,0.1977,490.0,0.4900744229555129,0,55.68181818181813,56.37439483593329
0,04_184A013,Wet&mild,0.14400000000000002,0.145,0.145,0.145,3.153,3.168,3.174,3.1689999999999996,No clear-cut,77.286,0.0,0.0,398.0,0.3976227153092623,0,63.636363636363654,69.60731576116191
0,04_184A013,Wet&mild,0.18100000000000002,0.185,0.183,0.183,3.8160000000000003,3.8819999999999997,3.863,3.8489999999999998,All clear-cut,77.286,15.283,0.1977,423.0,0.4226322068832815,0,105.68181818181816,105.27165142549762
0,04_184A014,2003-2012,0.047,0.036000000000000004,0.081,0.043,3.411,3.3689999999999998,5.62,3.4939999999999998,No clear-cut,341.14599999999996,0.0,0.0,215.0,0.21526069736573844,0,0.0,0.0
0,04_184A014,2003-2012,0.055999999999999994,0.047,0.09300000000000001,0.054000000000000006,3.781,3.826,6.097,3.985,All clear-cut,341.14599999999996,35.994,0.1055,232.0,0.23194516978692264,0,19.148936170212764,10.847258868367064
0,04_184A014,Dry,0.001,0.001,0.001,0.002,0.182,0.151,0.201,0.263,No clear-cut,341.14599999999996,0.0,0.0,27.0,0.027034128305967898,0,-97.87234042553192,-94.66432131339783
0,04_184A014,Dry,0.003,0.003,0.004,0.004,0.35600000000000004,0.29600000000000004,0.41200000000000003,0.537,All clear-cut,341.14599999999996,35.994,0.1055,35.0,0.034633341175504026,0,-93.61702127659575,-89.56317795367927
0,04_184A014,Wet,0.07400000000000001,0.077,0.077,0.077,4.338,4.465,4.489,4.49,No clear-cut,341.14599999999996,0.0,0.0,380.0,0.3798252087086439,0,57.446808510638334,27.17678100263852
0,04_184A014,Wet,0.083,0.086,0.086,0.086,4.688,4.849,4.849,4.8389999999999995,All clear-cut,341.14599999999996,35.994,0.1055,401.0,0.4014846611768007,0,76.59574468085106,37.43770155379653
0,04_184A014,Wet&mild,0.07200000000000001,0.07400000000000001,0.075,0.075,4.834,4.998,5.055,5.07,No clear-cut,341.14599999999996,0.0,0.0,306.0,0.3058905450627208,0,53.19148936170214,41.717971269422435
0,04_184A014,Wet&mild,0.085,0.08900000000000001,0.08900000000000001,0.08900000000000001,5.257999999999999,5.4639999999999995,5.507000000000001,5.51,All clear-cut,341.14599999999996,35.994,0.1055,322.0,0.32206518240273,0,80.85106382978725,54.14834359425387
0,04_184A015,2003-2012,0.071,0.07200000000000001,0.12,0.066,1.8259999999999998,1.9669999999999999,3.0260000000000002,1.975,No clear-cut,269.082,0.0,0.0,249.0,0.2493736943230033,0,0.0,0.0
0,04_184A015,2003-2012,0.08900000000000001,0.095,0.146,0.091,2.28,2.549,3.6319999999999997,2.6,All clear-cut,269.082,49.792,0.185,279.0,0.27861253179144113,0,25.352112676056365,24.863088718510397
0,04_184A015,Dry,0.003,0.003,0.004,0.004,0.13699999999999998,0.131,0.154,0.17300000000000001,No clear-cut,269.082,0.0,0.0,50.0,0.0501433058292605,0,-95.77464788732394,-92.4972617743702
0,04_184A015,Dry,0.009000000000000001,0.009000000000000001,0.011000000000000001,0.012,0.34299999999999997,0.34299999999999997,0.41200000000000003,0.45,All clear-cut,269.082,49.792,0.185,64.0,0.06444363304181025,0,-87.32394366197182,-81.2157721796276
0,04_184A015,Wet,0.098,0.1,0.1,0.1,2.394,2.435,2.4330000000000003,2.4330000000000003,No clear-cut,269.082,0.0,0.0,398.0,0.3984449700452387,0,38.02816901408451,31.10624315443596
0,04_184A015,Wet,0.11699999999999999,0.121,0.11900000000000001,0.11900000000000001,2.891,2.9819999999999998,2.9339999999999997,2.923,All clear-cut,269.082,49.792,0.185,438.0,0.4378245241940021,0,64.7887323943662,58.324205914567386
0,04_184A015,Wet&mild,0.11800000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001,3.053,3.096,3.0980000000000003,3.097,No clear-cut,269.082,0.0,0.0,339.0,0.33865444697439673,0,66.19718309859158,67.19605695509313
0,04_184A015,Wet&mild,0.146,0.15,0.149,0.14800000000000002,3.65,3.748,3.725,3.713,All clear-cut,269.082,49.792,0.185,367.0,0.3668636783026159,0,105.63380281690141,99.89047097480835
0,04_184A016,2003-2012,0.064,0.064,0.10800000000000001,0.062,1.785,1.8869999999999998,2.927,1.9709999999999999,No clear-cut,222.362,0.0,0.0,262.0,0.2619388889637776,0,0.0,0.0
0,04_184A016,2003-2012,0.08,0.084,0.131,0.083,2.18,2.362,3.471,2.52,All clear-cut,222.362,50.586000000000006,0.2275,294.0,0.2941617386066355,0,25.0,22.128851540616253
0,04_184A016,Dry,0.003,0.003,0.003,0.004,0.162,0.154,0.18,0.203,No clear-cut,222.362,0.0,0.0,53.0,0.05313889960525557,0,-95.3125,-90.92436974789916
0,04_184A016,Dry,0.008,0.008,0.009000000000000001,0.01,0.34299999999999997,0.341,0.408,0.445,All clear-cut,222.362,50.586000000000006,0.2275,70.0,0.06971310036024078,0,-87.5,-80.7843137254902
0,04_184A016,Wet,0.087,0.08800000000000001,0.08800000000000001,0.08800000000000001,2.322,2.362,2.363,2.362,No clear-cut,222.362,0.0,0.0,418.0,0.4184987813234329,0,35.93749999999997,30.08403361344537
0,04_184A016,Wet,0.10300000000000001,0.106,0.10400000000000001,0.10400000000000001,2.747,2.8280000000000003,2.7969999999999997,2.787,All clear-cut,222.362,50.586000000000006,0.2275,461.0,0.4606904155574739,0,60.9375,53.893557422969195
0,04_184A016,Wet&mild,0.105,0.106,0.106,0.106,2.906,2.951,2.9539999999999997,2.9530000000000003,No clear-cut,222.362,0.0,0.0,352.0,0.3519105363637209,0,64.0625,62.80112044817929
0,04_184A016,Wet&mild,0.13,0.135,0.134,0.133,3.449,3.5439999999999996,3.528,3.516,All clear-cut,222.362,50.586000000000006,0.2275,383.0,0.3833354037255049,0,103.125,93.22128851540617
0,04_184A017,2003-2012,0.04,0.038,0.063,0.04,1.2329999999999999,1.228,2.012,1.338,No clear-cut,32.946999999999996,0.0,0.0,297.0,0.29738950221799315,0,0.0,0.0
0,04_184A017,2003-2012,0.043,0.042,0.068,0.043,1.3019999999999998,1.32,2.109,1.43,All clear-cut,32.946999999999996,2.227,0.0676,306.0,0.3057808612473309,0,7.5,5.59610705596107
0,04_184A017,Dry,0.003,0.003,0.003,0.004,0.11900000000000001,0.111,0.131,0.149,No clear-cut,32.946999999999996,0.0,0.0,63.0,0.06288573679048567,0,-92.5,-90.34874290348743
0,04_184A017,Dry,0.004,0.004,0.005,0.005,0.14800000000000002,0.141,0.168,0.188,All clear-cut,32.946999999999996,2.227,0.0676,68.0,0.0679875607835129,0,-90.0,-87.99675587996755
0,04_184A017,Wet,0.05,0.051,0.051,0.051,1.581,1.609,1.611,1.61,No clear-cut,32.946999999999996,0.0,0.0,463.0,0.4628461607731879,0,25.0,28.223844282238446
0,04_184A017,Wet,0.053,0.054000000000000006,0.054000000000000006,0.053,1.665,1.702,1.6969999999999998,1.694,All clear-cut,32.946999999999996,2.227,0.0676,475.0,0.4745224951766431,0,32.5,35.036496350364985
